AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Quintana Roo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,12351,Número de Cabezas
Quintana Roo,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,41374,Número de Cabezas
San Luis Potosí,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,252613,Número de Cabezas
San Luis Potosí,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,194757,Número de Cabezas
San Luis Potosí,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,165197,Número de Cabezas
San Luis Potosí,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,409241,Número de Cabezas
Tabasco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,423263,Número de Cabezas
Tabasco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,277921,Número de Cabezas
Tabasco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,268844,Número de Cabezas
Tabasco,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,739972,Número de Cabezas
Tamaulipas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,257196,Número de Cabezas
Tamaulipas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,151016,Número de Cabezas
Tamaulipas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,202870,Número de Cabezas
Tamaulipas,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,432287,Número de Cabezas
Veracruz de Ignacio de la Llave,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Menores de un año,Menores de un año,1107129,Número de Cabezas
Veracruz de Ignacio de la Llave,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad De uno a dos años,De uno a dos años,767020,Número de Cabezas
Veracruz de Ignacio de la Llave,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Más de dos a tres años,Más de dos a tres años,871040,Número de Cabezas
Veracruz de Ignacio de la Llave,Cría y explotación de animales,Existencias de ganado bovino según rangos de edad por entidad federativa,Rangos de edad Mayores de tres años,Mayores de tres años,1825981,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Vacas solo para cría de becerros,Vacas solo para cría de becerros,9193446,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Vacas solo para producción de leche,Vacas solo para producción de leche,2047896,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Vacas para la cría de becerros y ordeña,Vacas para la cría de becerros y ordeña,4166608,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Reses para trabajo,Reses para trabajo,143878,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Vaquillas para reemplazo,Vaquillas para reemplazo,4064164,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Vaquillas para reemplazo Edad promedio al primer parto (meses),Edad promedio al primer parto (meses),30,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional En engorda,En engorda,3909782,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional En engorda Peso promedio de venta (kilogramos),Peso promedio de venta (kilogramos),369,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional Sementales,Sementales,1004743,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional En desarrollo,En desarrollo,8936399,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por función y actividad zootécnica,Función y actividad zootécnica Nacional No clasificados,No clasificados,570225,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por manejo del ganado,Manejo del ganado Nacional Libre pastoreo,Libre pastoreo,20993594,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por manejo del ganado,Manejo del ganado Nacional Pastoreo controlado,Pastoreo controlado,5124479,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por manejo del ganado,Manejo del ganado Nacional En corral o establo,En corral o establo,5098526,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por manejo del ganado,Manejo del ganado Nacional En corral o establo y pastoreo,En corral o establo y pastoreo,2820542,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por calidad del ganado,Calidad del ganado Nacional Corrientes o criollas,Corrientes o criollas,8196567,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por calidad del ganado,Calidad del ganado Nacional Cruza de corrientes con finas,Cruza de corrientes con finas,20176183,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por calidad del ganado,Calidad del ganado Nacional Finas o de razas especializadas,Finas o de razas especializadas,5664391,Número de Cabezas
Nacional,Cría y explotación de animales,Existencias de ganado bovino por calidad del ganado,Calidad del ganado Nacional Finas o de razas especializadas De registro,De registro,1639129,Número de Cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Intermediario Becerros,Becerros,2259842,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Directo al consumidor Becerros,Becerros,172582,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Central de abastos Becerros,Becerros,13102,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Centro comercial o supermercado Becerros,Becerros,68579,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Rastro tipo inspección federal (TIF) Becerros,Becerros,18271,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Rastro municipal Becerros,Becerros,70146,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Rastro privado Becerros,Becerros,29744,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Exportación Becerros,Becerros,168549,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Otro comprador Becerros,Becerros,505215,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Intermediario Pie de cría,Pie de cría,72275,Número de cabezas
Nacional,Cría y explotación de animales,Número de cabezas de ganado bovino vendidas según comprador o destinatario por función y actividad zootécnica,Comprador o destinatario Directo al consumidor Pie de cría,Pie de cría,15028,Número de cabezas
